algo,bucket,atk_style,fpr,threshold,tpr_clean,tpr_attack,n,file,attack_ratio,attack_seed
unbiased,ppl_5_8,token,0.1,0.5328009903430935,0.9743589743589743,0.8461538461538461,39,outputs/wm_eval/unbiased/ppl_5_8.csv,0.02,0
unbiased,ppl_5_8,token,0.2,0.3720207571983342,1.0,0.8974358974358975,39,outputs/wm_eval/unbiased/ppl_5_8.csv,0.02,0
unbiased,ppl_8_12,char,0.01,1.042224597930907,0.7894736842105263,0.5263157894736842,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,char,0.05,0.7367594957351679,0.8421052631578947,0.6842105263157895,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,char,0.1,0.5328009903430935,0.8421052631578947,0.8947368421052632,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,char,0.2,0.3720207571983342,0.9473684210526315,0.8947368421052632,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,token,0.01,1.042224597930907,0.7894736842105263,0.42105263157894735,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,token,0.05,0.7367594957351679,0.8421052631578947,0.631578947368421,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,token,0.1,0.5328009903430935,0.8421052631578947,0.8947368421052632,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_8_12,token,0.2,0.3720207571983342,0.9473684210526315,0.8947368421052632,19,outputs/wm_eval/unbiased/ppl_8_12.csv,0.02,0
unbiased,ppl_ge_20,char,0.01,1.042224597930907,0.6666666666666666,0.6666666666666666,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,char,0.05,0.7367594957351679,0.6666666666666666,0.6666666666666666,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,char,0.1,0.5328009903430935,0.6666666666666666,1.0,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,char,0.2,0.3720207571983342,1.0,1.0,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,token,0.01,1.042224597930907,0.6666666666666666,0.3333333333333333,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,token,0.05,0.7367594957351679,0.6666666666666666,0.3333333333333333,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,token,0.1,0.5328009903430935,0.6666666666666666,1.0,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
unbiased,ppl_ge_20,token,0.2,0.3720207571983342,1.0,1.0,3,outputs/wm_eval/unbiased/ppl_ge_20.csv,0.02,0
