row_idx,attack_ratio,seed_used,attack_style_used,seed_window_chars,n_bytes,clean_tokens,attacked_tokens,traced_tokens,extra_token_count_in_traced,tail_match_rate_over_traced,green_flip_rate_uid_cleanfp_vs_attackfp,aligned_tokens,aligned_rate_over_traced,uid_match_rate_aligned,token_id_match_rate_aligned,char_ops,char_replace,char_delete,char_insert,segment_char_len,actual_char_edit_rate
13,0.01,10013,zw_insert,18,3,155,168,141,71,0.3900709219858156,0.0425531914893617,70,0.49645390070921985,0.7571428571428571,0.7571428571428571,6,0,0,6,585,0.010256410256410256
14,0.01,10014,zw_insert,18,3,152,166,142,95,0.24647887323943662,0.07746478873239436,47,0.33098591549295775,0.7021276595744681,0.6808510638297872,6,0,0,6,587,0.010221465076660987
15,0.01,10015,zw_insert,18,3,154,164,138,71,0.427536231884058,0.07246376811594203,67,0.4855072463768116,0.8507462686567164,0.8507462686567164,6,0,0,6,606,0.009900990099009901
16,0.01,10016,x_replace,18,3,155,163,136,8,0.8235294117647058,0.014705882352941176,128,0.9411764705882353,0.96875,0.953125,6,6,0,0,586,0.010238907849829351
17,0.01,10017,homo_replace,18,3,154,162,136,9,0.8529411764705882,0.029411764705882353,127,0.9338235294117647,0.9606299212598425,0.952755905511811,7,7,0,0,660,0.010606060606060607
18,0.01,10018,x_replace,18,3,155,172,145,17,0.7793103448275862,0.034482758620689655,128,0.8827586206896552,0.9765625,0.9453125,7,7,0,0,694,0.010086455331412104
19,0.01,10019,x_replace,18,3,154,164,138,11,0.8043478260869565,0.007246376811594203,127,0.9202898550724637,0.984251968503937,0.952755905511811,7,7,0,0,663,0.010558069381598794
20,0.01,10020,ascii_replace,18,3,159,168,137,9,0.8029197080291971,0.021897810218978103,128,0.9343065693430657,0.9609375,0.953125,6,6,0,0,592,0.010135135135135136
21,0.01,10021,mixed,18,3,159,174,143,111,0.0979020979020979,0.04895104895104895,32,0.22377622377622378,0.40625,0.40625,7,2,1,4,668,0.010479041916167664
22,0.01,10022,mixed,18,3,163,166,131,86,0.26717557251908397,0.061068702290076333,45,0.3435114503816794,0.8,0.7777777777777778,5,3,2,0,538,0.00929368029739777
23,0.01,10023,zw_insert,18,3,152,168,144,98,0.2152777777777778,0.05555555555555555,46,0.3194444444444444,0.6304347826086957,0.6304347826086957,7,0,0,7,669,0.01046337817638266
24,0.01,10024,ascii_replace,18,3,155,160,133,5,0.8270676691729323,0.015037593984962405,128,0.9624060150375939,0.9609375,0.953125,6,6,0,0,645,0.009302325581395349
25,0.01,10025,ascii_replace,18,3,152,157,133,5,0.8345864661654135,0.007518796992481203,128,0.9624060150375939,0.9609375,0.953125,6,6,0,0,641,0.0093603744149766
26,0.01,10026,x_replace,18,3,153,166,141,13,0.7943262411347518,0.014184397163120567,128,0.9078014184397163,0.9765625,0.953125,6,6,0,0,640,0.009375
27,0.01,10027,ascii_replace,18,3,156,166,138,10,0.8043478260869565,0.0,128,0.927536231884058,0.9765625,0.953125,6,6,0,0,613,0.009787928221859706
28,0.01,10028,mixed,18,3,151,159,136,115,0.051470588235294115,0.11029411764705882,21,0.15441176470588236,0.47619047619047616,0.47619047619047616,6,1,0,5,638,0.009404388714733543
29,0.01,10029,homo_replace,18,3,153,161,136,8,0.8308823529411765,0.007352941176470588,128,0.9411764705882353,0.96875,0.953125,6,6,0,0,590,0.010169491525423728
30,0.01,10030,homo_replace,18,3,154,159,133,5,0.8270676691729323,0.015037593984962405,128,0.9624060150375939,0.96875,0.96875,6,6,0,0,582,0.010309278350515464
31,0.01,10031,x_replace,18,3,152,161,137,10,0.7737226277372263,0.029197080291970802,127,0.927007299270073,0.968503937007874,0.9606299212598425,6,6,0,0,589,0.010186757215619695
32,0.01,10032,x_replace,18,3,161,168,135,7,0.8740740740740741,0.0,128,0.9481481481481482,0.9765625,0.96875,4,4,0,0,446,0.008968609865470852
33,0.01,10033,x_replace,18,3,155,162,135,7,0.8148148148148148,0.007407407407407408,128,0.9481481481481482,0.96875,0.9609375,5,5,0,0,521,0.009596928982725527
34,0.01,10034,homo_replace,18,3,158,173,143,15,0.8041958041958042,0.013986013986013986,128,0.8951048951048951,0.9609375,0.953125,7,7,0,0,692,0.010115606936416185
35,0.01,10035,x_replace,18,3,157,168,139,13,0.7841726618705036,0.03597122302158273,126,0.9064748201438849,0.9682539682539683,0.9444444444444444,7,7,0,0,706,0.009915014164305949
36,0.01,10036,homo_replace,18,3,155,167,140,12,0.7928571428571428,0.014285714285714285,128,0.9142857142857143,0.9921875,0.953125,6,6,0,0,641,0.0093603744149766
37,0.01,10037,ascii_replace,18,3,154,160,134,7,0.8208955223880597,0.014925373134328358,127,0.9477611940298507,0.9606299212598425,0.952755905511811,6,6,0,0,619,0.009693053311793215
38,0.01,10038,mixed,18,3,154,163,137,114,0.08029197080291971,0.058394160583941604,23,0.1678832116788321,0.391304347826087,0.391304347826087,6,5,1,0,598,0.010033444816053512
39,0.01,10039,homo_replace,18,3,173,179,133,7,0.8270676691729323,0.022556390977443608,126,0.9473684210526315,0.9841269841269841,0.9682539682539683,4,4,0,0,420,0.009523809523809525
40,0.01,10040,ascii_replace,18,3,158,168,138,11,0.8623188405797102,0.0,127,0.9202898550724637,0.968503937007874,0.952755905511811,6,6,0,0,624,0.009615384615384616
41,0.01,10041,zw_insert,18,3,162,173,139,95,0.09352517985611511,0.12949640287769784,44,0.31654676258992803,0.25,0.22727272727272727,5,0,0,5,507,0.009861932938856016
42,0.01,10042,ascii_replace,18,3,157,171,142,16,0.7676056338028169,0.035211267605633804,126,0.8873239436619719,0.9761904761904762,0.9603174603174603,6,6,0,0,629,0.009538950715421303
43,0.01,10043,homo_replace,18,3,154,164,138,10,0.7971014492753623,0.014492753623188406,128,0.927536231884058,0.9609375,0.9453125,7,7,0,0,709,0.009873060648801129
44,0.01,10044,zw_insert,18,3,151,160,137,87,0.20437956204379562,0.11678832116788321,50,0.36496350364963503,0.54,0.54,6,0,0,6,605,0.009917355371900827
45,0.01,10045,homo_replace,18,3,153,159,134,6,0.8283582089552238,0.022388059701492536,128,0.9552238805970149,0.9609375,0.953125,6,6,0,0,627,0.009569377990430622
46,0.01,10046,mixed,18,3,157,162,133,47,0.5263157894736842,0.03759398496240601,86,0.6466165413533834,0.8372093023255814,0.8372093023255814,5,1,2,2,514,0.009727626459143969
47,0.01,10047,zw_insert,18,3,153,168,143,124,0.027972027972027972,0.1258741258741259,19,0.13286713286713286,0.15789473684210525,0.15789473684210525,7,0,0,7,683,0.010248901903367497
48,0.01,10048,homo_replace,18,3,155,165,138,10,0.7971014492753623,0.014492753623188406,128,0.927536231884058,0.9765625,0.9609375,5,5,0,0,519,0.009633911368015413
49,0.01,10049,homo_replace,18,3,158,168,138,11,0.8188405797101449,0.007246376811594203,127,0.9202898550724637,0.952755905511811,0.9448818897637795,7,7,0,0,651,0.010752688172043012
50,0.01,10050,mixed,18,3,156,159,131,86,0.21374045801526717,0.07633587786259542,45,0.3435114503816794,0.6,0.6,6,0,4,2,576,0.010416666666666666
51,0.01,10051,zw_insert,18,3,153,168,143,86,0.25874125874125875,0.04895104895104895,57,0.3986013986013986,0.6140350877192983,0.6140350877192983,6,0,0,6,622,0.00964630225080386
52,0.01,10052,zw_insert,18,3,158,167,137,109,0.029197080291970802,0.0948905109489051,28,0.20437956204379562,0.07142857142857142,0.07142857142857142,5,0,0,5,525,0.009523809523809525
53,0.01,10053,mixed,18,3,159,166,135,31,0.6666666666666666,0.037037037037037035,104,0.7703703703703704,0.9615384615384616,0.9326923076923077,6,2,2,2,563,0.010657193605683837
54,0.01,10054,ascii_replace,18,3,154,160,134,6,0.8283582089552238,0.014925373134328358,128,0.9552238805970149,0.953125,0.953125,6,6,0,0,639,0.009389671361502348
55,0.01,10055,ascii_replace,18,3,164,171,135,7,0.837037037037037,0.007407407407407408,128,0.9481481481481482,0.96875,0.953125,6,6,0,0,610,0.009836065573770493
56,0.01,10056,x_replace,18,3,150,158,136,10,0.8161764705882353,0.014705882352941176,126,0.9264705882352942,0.9682539682539683,0.9603174603174603,6,6,0,0,598,0.010033444816053512
57,0.01,10057,homo_replace,18,3,156,162,134,7,0.8059701492537313,0.029850746268656716,127,0.9477611940298507,0.968503937007874,0.968503937007874,5,5,0,0,490,0.01020408163265306
58,0.01,10058,x_replace,18,3,155,163,136,8,0.7941176470588235,0.022058823529411766,128,0.9411764705882353,0.9765625,0.9609375,5,5,0,0,529,0.00945179584120983
59,0.01,10059,homo_replace,18,3,152,161,137,9,0.7956204379562044,0.021897810218978103,128,0.9343065693430657,0.9765625,0.953125,6,6,0,0,601,0.009983361064891847
60,0.01,10060,homo_replace,18,3,160,164,132,5,0.7954545454545454,0.022727272727272728,127,0.9621212121212122,0.9606299212598425,0.952755905511811,6,6,0,0,555,0.010810810810810811
61,0.01,10061,mixed,18,3,154,165,139,62,0.4244604316546763,0.04316546762589928,77,0.5539568345323741,0.7662337662337663,0.7662337662337663,6,2,0,4,622,0.00964630225080386
62,0.01,10062,zw_insert,18,3,167,174,135,51,0.45925925925925926,0.05185185185185185,84,0.6222222222222222,0.7261904761904762,0.7142857142857143,4,0,0,4,435,0.009195402298850575
63,0.01,10063,homo_replace,18,3,152,158,134,7,0.8208955223880597,0.0,127,0.9477611940298507,0.9606299212598425,0.952755905511811,7,7,0,0,666,0.010510510510510511
64,0.01,10064,homo_replace,18,3,154,171,145,17,0.8,0.006896551724137931,128,0.8827586206896552,0.984375,0.9453125,7,7,0,0,727,0.009628610729023384
65,0.01,10065,mixed,18,3,157,164,135,41,0.5777777777777777,0.014814814814814815,94,0.6962962962962963,0.9361702127659575,0.9148936170212766,6,2,2,2,649,0.009244992295839754
66,0.01,10066,x_replace,18,3,158,164,134,7,0.8432835820895522,0.0,127,0.9477611940298507,0.9763779527559056,0.9606299212598425,5,5,0,0,537,0.00931098696461825
67,0.01,10067,mixed,18,3,154,160,134,118,0.07462686567164178,0.09701492537313433,16,0.11940298507462686,0.5,0.5,7,3,3,1,693,0.010101010101010102
68,0.01,10068,zw_insert,18,3,161,173,140,96,0.10714285714285714,0.07142857142857142,44,0.3142857142857143,0.29545454545454547,0.29545454545454547,5,0,0,5,513,0.009746588693957114
69,0.01,10069,zw_insert,18,3,154,168,142,106,0.11267605633802817,0.09154929577464789,36,0.2535211267605634,0.3888888888888889,0.3888888888888889,7,0,0,7,679,0.010309278350515464
70,0.01,10070,ascii_replace,18,3,151,161,137,10,0.8175182481751825,0.021897810218978103,127,0.927007299270073,0.952755905511811,0.9448818897637795,8,8,0,0,780,0.010256410256410256
71,0.01,10071,x_replace,18,3,160,171,139,11,0.7697841726618705,0.014388489208633094,128,0.920863309352518,0.9765625,0.953125,6,6,0,0,588,0.01020408163265306
72,0.01,10072,x_replace,18,3,151,159,136,9,0.7941176470588235,0.014705882352941176,127,0.9338235294117647,0.968503937007874,0.9606299212598425,6,6,0,0,578,0.010380622837370242
73,0.01,10073,x_replace,18,3,157,167,138,10,0.8115942028985508,0.014492753623188406,128,0.927536231884058,0.96875,0.9453125,7,7,0,0,661,0.01059001512859304
74,0.01,10074,x_replace,18,3,154,162,136,8,0.8308823529411765,0.014705882352941176,128,0.9411764705882353,0.9609375,0.9609375,5,5,0,0,507,0.009861932938856016
75,0.01,10075,ascii_replace,18,3,156,164,136,8,0.8088235294117647,0.014705882352941176,128,0.9411764705882353,0.9609375,0.953125,6,6,0,0,589,0.010186757215619695
76,0.01,10076,x_replace,18,3,152,160,136,8,0.7867647058823529,0.014705882352941176,128,0.9411764705882353,0.96875,0.953125,6,6,0,0,576,0.010416666666666666
77,0.01,10077,x_replace,18,3,156,170,142,14,0.7887323943661971,0.0,128,0.9014084507042254,0.953125,0.9453125,7,7,0,0,697,0.010043041606886656
78,0.01,10078,homo_replace,18,3,152,162,138,11,0.7681159420289855,0.014492753623188406,127,0.9202898550724637,0.9606299212598425,0.9448818897637795,7,7,0,0,693,0.010101010101010102
79,0.01,10079,x_replace,18,3,155,158,131,5,0.816793893129771,0.0,126,0.9618320610687023,0.9603174603174603,0.9603174603174603,5,5,0,0,523,0.009560229445506692
80,0.01,10080,x_replace,18,3,154,166,140,12,0.7714285714285715,0.03571428571428571,128,0.9142857142857143,0.9765625,0.9453125,7,7,0,0,724,0.009668508287292817
81,0.01,10081,homo_replace,18,3,152,163,139,11,0.8201438848920863,0.0,128,0.920863309352518,0.984375,0.953125,6,6,0,0,636,0.009433962264150943
82,0.01,10082,mixed,18,3,153,159,134,58,0.373134328358209,0.03731343283582089,76,0.5671641791044776,0.868421052631579,0.8421052631578947,6,3,1,2,604,0.009933774834437087
83,0.01,10083,homo_replace,18,3,155,169,142,15,0.7887323943661971,0.007042253521126761,127,0.8943661971830986,0.9763779527559056,0.937007874015748,7,7,0,0,655,0.010687022900763359
84,0.01,10084,mixed,18,3,154,160,134,114,0.029850746268656716,0.1044776119402985,20,0.14925373134328357,0.1,0.1,6,2,4,0,621,0.00966183574879227
85,0.01,10085,ascii_replace,18,3,164,175,138,12,0.8188405797101449,0.028985507246376812,126,0.9130434782608695,0.9841269841269841,0.9523809523809523,6,6,0,0,564,0.010638297872340425
86,0.01,10086,mixed,18,3,152,160,136,36,0.6397058823529411,0.007352941176470588,100,0.7352941176470589,0.96,0.96,7,1,3,3,656,0.010670731707317074
87,0.01,10087,ascii_replace,18,3,156,163,135,8,0.7925925925925926,0.022222222222222223,127,0.9407407407407408,0.9606299212598425,0.952755905511811,6,6,0,0,563,0.010657193605683837
88,0.01,10088,x_replace,18,3,156,166,138,11,0.8043478260869565,0.014492753623188406,127,0.9202898550724637,0.9448818897637795,0.9448818897637795,7,7,0,0,730,0.009589041095890411
89,0.01,10089,zw_insert,18,3,160,170,138,66,0.43478260869565216,0.036231884057971016,72,0.5217391304347826,0.8055555555555556,0.8055555555555556,5,0,0,5,541,0.009242144177449169
90,0.01,10090,zw_insert,18,3,156,168,140,100,0.12857142857142856,0.07857142857142857,40,0.2857142857142857,0.425,0.425,6,0,0,6,568,0.01056338028169014
91,0.01,10091,ascii_replace,18,3,150,160,138,10,0.8333333333333334,0.021739130434782608,128,0.927536231884058,0.96875,0.9609375,6,6,0,0,647,0.00927357032457496
92,0.01,10092,ascii_replace,18,3,155,163,136,8,0.8235294117647058,0.029411764705882353,128,0.9411764705882353,0.96875,0.9609375,5,5,0,0,508,0.00984251968503937
93,0.01,10093,ascii_replace,18,3,164,169,133,5,0.7894736842105263,0.015037593984962405,128,0.9624060150375939,0.953125,0.953125,6,6,0,0,561,0.0106951871657754
94,0.01,10094,zw_insert,18,3,155,171,144,118,0.10416666666666667,0.125,26,0.18055555555555555,0.5,0.5,7,0,0,7,730,0.009589041095890411
95,0.01,10095,zw_insert,18,3,156,163,135,73,0.3111111111111111,0.07407407407407407,62,0.45925925925925926,0.6290322580645161,0.6290322580645161,5,0,0,5,527,0.009487666034155597
96,0.01,10096,x_replace,18,3,154,169,143,16,0.8181818181818182,0.027972027972027972,127,0.8881118881118881,0.968503937007874,0.9448818897637795,7,7,0,0,675,0.01037037037037037
97,0.01,10097,mixed,18,3,157,168,139,92,0.2446043165467626,0.05755395683453238,47,0.3381294964028777,0.7659574468085106,0.723404255319149,7,1,3,3,669,0.01046337817638266
98,0.01,10098,homo_replace,18,3,153,160,135,7,0.8518518518518519,0.007407407407407408,128,0.9481481481481482,0.9609375,0.953125,6,6,0,0,618,0.009708737864077669
99,0.01,10099,homo_replace,18,3,154,164,138,10,0.8260869565217391,0.021739130434782608,128,0.927536231884058,0.96875,0.953125,6,6,0,0,609,0.009852216748768473
100,0.01,10100,ascii_replace,18,3,161,166,133,5,0.8045112781954887,0.015037593984962405,128,0.9624060150375939,0.9609375,0.953125,6,6,0,0,621,0.00966183574879227
101,0.01,10101,mixed,18,3,152,157,133,83,0.24060150375939848,0.07518796992481203,50,0.37593984962406013,0.76,0.76,6,2,2,2,562,0.010676156583629894
102,0.01,10102,homo_replace,18,3,155,160,133,5,0.8120300751879699,0.015037593984962405,128,0.9624060150375939,0.96875,0.9609375,6,6,0,0,574,0.010452961672473868
103,0.01,10103,zw_insert,18,3,156,170,142,94,0.176056338028169,0.11267605633802817,48,0.3380281690140845,0.4791666666666667,0.4583333333333333,6,0,0,6,643,0.00933125972006221
104,0.01,10104,mixed,18,3,159,168,137,116,0.08029197080291971,0.10948905109489052,21,0.15328467153284672,0.42857142857142855,0.42857142857142855,7,1,5,1,654,0.010703363914373088
105,0.01,10105,mixed,18,3,165,172,135,90,0.21481481481481482,0.0962962962962963,45,0.3333333333333333,0.6444444444444445,0.6444444444444445,6,1,2,3,562,0.010676156583629894
106,0.01,10106,ascii_replace,18,3,151,157,134,6,0.8134328358208955,0.014925373134328358,128,0.9552238805970149,0.96875,0.9609375,5,5,0,0,521,0.009596928982725527
107,0.01,10107,zw_insert,18,3,160,175,143,80,0.2867132867132867,0.0979020979020979,63,0.4405594405594406,0.6190476190476191,0.6190476190476191,6,0,0,6,630,0.009523809523809525
108,0.01,10108,zw_insert,18,3,153,168,143,104,0.15384615384615385,0.07692307692307693,39,0.2727272727272727,0.5384615384615384,0.5384615384615384,7,0,0,7,669,0.01046337817638266
109,0.01,10109,ascii_replace,18,3,155,162,135,8,0.762962962962963,0.022222222222222223,127,0.9407407407407408,0.968503937007874,0.952755905511811,6,6,0,0,572,0.01048951048951049
110,0.01,10110,x_replace,18,3,156,166,138,10,0.7681159420289855,0.014492753623188406,128,0.927536231884058,0.96875,0.953125,6,6,0,0,554,0.010830324909747292
111,0.01,10111,zw_insert,18,3,160,172,140,107,0.05714285714285714,0.12142857142857143,33,0.2357142857142857,0.18181818181818182,0.18181818181818182,6,0,0,6,603,0.009950248756218905
112,0.01,10112,zw_insert,18,3,160,170,138,101,0.09420289855072464,0.10869565217391304,37,0.26811594202898553,0.2972972972972973,0.2972972972972973,6,0,0,6,625,0.0096
113,0.01,10113,ascii_replace,18,3,152,165,141,13,0.8156028368794326,0.02127659574468085,128,0.9078014184397163,0.9765625,0.953125,6,6,0,0,623,0.009630818619582664
114,0.01,10114,x_replace,18,3,160,169,137,9,0.8248175182481752,0.0072992700729927005,128,0.9343065693430657,0.9609375,0.953125,6,6,0,0,625,0.0096
115,0.01,10115,homo_replace,18,3,152,162,138,10,0.8043478260869565,0.014492753623188406,128,0.927536231884058,0.96875,0.953125,6,6,0,0,644,0.009316770186335404
116,0.01,10116,mixed,18,3,159,165,133,112,0.05263157894736842,0.12030075187969924,21,0.15789473684210525,0.38095238095238093,0.2857142857142857,6,3,2,1,645,0.009302325581395349
117,0.01,10117,ascii_replace,18,3,167,181,142,14,0.795774647887324,0.014084507042253521,128,0.9014084507042254,0.9765625,0.9453125,7,7,0,0,715,0.009790209790209791
118,0.01,10118,homo_replace,18,3,153,162,137,10,0.8102189781021898,0.021897810218978103,127,0.927007299270073,0.9606299212598425,0.952755905511811,6,6,0,0,572,0.01048951048951049
119,0.01,10119,mixed,18,3,159,165,134,25,0.6044776119402985,0.03731343283582089,109,0.8134328358208955,0.8715596330275229,0.8623853211009175,5,3,1,1,487,0.01026694045174538
120,0.01,10120,zw_insert,18,3,155,165,138,100,0.13768115942028986,0.08695652173913043,38,0.2753623188405797,0.47368421052631576,0.47368421052631576,6,0,0,6,564,0.010638297872340425
121,0.01,10121,mixed,18,3,153,159,134,60,0.40298507462686567,0.04477611940298507,74,0.5522388059701493,0.7162162162162162,0.7027027027027027,6,3,3,0,618,0.009708737864077669
122,0.01,10122,homo_replace,18,3,154,160,134,7,0.8432835820895522,0.007462686567164179,127,0.9477611940298507,0.9763779527559056,0.968503937007874,6,6,0,0,640,0.009375
123,0.01,10123,x_replace,18,3,161,165,132,4,0.8106060606060606,0.015151515151515152,128,0.9696969696969697,0.96875,0.9609375,5,5,0,0,536,0.009328358208955223
124,0.01,10124,homo_replace,18,3,158,169,139,12,0.7985611510791367,0.014388489208633094,127,0.9136690647482014,0.968503937007874,0.952755905511811,6,6,0,0,610,0.009836065573770493
125,0.01,10125,x_replace,18,3,157,169,140,12,0.8,0.014285714285714285,128,0.9142857142857143,0.9765625,0.953125,6,6,0,0,616,0.00974025974025974
126,0.01,10126,homo_replace,18,3,155,165,138,10,0.8405797101449275,0.007246376811594203,128,0.927536231884058,0.96875,0.953125,6,6,0,0,595,0.010084033613445379
127,0.01,10127,ascii_replace,18,3,156,164,136,9,0.8088235294117647,0.007352941176470588,127,0.9338235294117647,0.968503937007874,0.952755905511811,6,6,0,0,578,0.010380622837370242
128,0.01,10128,x_replace,18,3,158,168,138,10,0.8043478260869565,0.014492753623188406,128,0.927536231884058,0.96875,0.9453125,7,7,0,0,676,0.010355029585798817
129,0.01,10129,x_replace,18,3,155,163,136,8,0.8088235294117647,0.022058823529411766,128,0.9411764705882353,0.984375,0.953125,6,6,0,0,554,0.010830324909747292
130,0.01,10130,homo_replace,18,3,156,160,132,5,0.7803030303030303,0.007575757575757576,127,0.9621212121212122,0.984251968503937,0.968503937007874,5,5,0,0,525,0.009523809523809525
131,0.01,10131,zw_insert,18,3,153,168,143,104,0.18181818181818182,0.04895104895104895,39,0.2727272727272727,0.6153846153846154,0.6153846153846154,7,0,0,7,727,0.009628610729023384
132,0.01,10132,ascii_replace,18,3,158,169,139,11,0.8057553956834532,0.014388489208633094,128,0.920863309352518,0.9765625,0.953125,6,6,0,0,566,0.01060070671378092
133,0.01,10133,mixed,18,3,158,166,136,64,0.41911764705882354,0.0661764705882353,72,0.5294117647058824,0.8055555555555556,0.8055555555555556,6,2,3,1,553,0.0108499095840868
134,0.01,10134,ascii_replace,18,3,151,161,138,10,0.7971014492753623,0.028985507246376812,128,0.927536231884058,0.953125,0.9375,7,7,0,0,669,0.01046337817638266
135,0.01,10135,mixed,18,3,157,163,134,8,0.8208955223880597,0.022388059701492536,126,0.9402985074626866,0.9603174603174603,0.9603174603174603,6,4,1,1,572,0.01048951048951049
136,0.01,10136,homo_replace,18,3,157,166,137,9,0.781021897810219,0.029197080291970802,128,0.9343065693430657,0.984375,0.953125,6,6,0,0,584,0.010273972602739725
137,0.01,10137,ascii_replace,18,3,153,167,142,14,0.823943661971831,0.014084507042253521,128,0.9014084507042254,0.9609375,0.9453125,8,8,0,0,754,0.010610079575596816
138,0.01,10138,homo_replace,18,3,153,157,132,5,0.803030303030303,0.015151515151515152,127,0.9621212121212122,0.9606299212598425,0.952755905511811,6,6,0,0,565,0.010619469026548672
139,0.01,10139,ascii_replace,18,3,158,165,132,5,0.8560606060606061,0.03787878787878788,127,0.9621212121212122,0.9606299212598425,0.952755905511811,7,7,0,0,679,0.010309278350515464
140,0.01,10140,mixed,18,3,154,156,130,71,0.36153846153846153,0.046153846153846156,59,0.45384615384615384,0.7966101694915254,0.7966101694915254,5,2,2,1,455,0.01098901098901099
141,0.01,10141,homo_replace,18,3,152,162,138,10,0.8115942028985508,0.021739130434782608,128,0.927536231884058,0.9609375,0.953125,6,6,0,0,593,0.01011804384485666
142,0.01,10142,homo_replace,18,3,157,168,139,11,0.8201438848920863,0.014388489208633094,128,0.920863309352518,0.9765625,0.9609375,5,5,0,0,547,0.009140767824497258
143,0.01,10143,zw_insert,18,3,156,174,146,99,0.17123287671232876,0.17123287671232876,47,0.3219178082191781,0.5106382978723404,0.48936170212765956,8,0,0,8,772,0.010362694300518135
144,0.01,10144,homo_replace,18,3,153,165,140,12,0.7785714285714286,0.007142857142857143,128,0.9142857142857143,0.9609375,0.9453125,7,7,0,0,656,0.010670731707317074
145,0.01,10145,ascii_replace,18,3,153,160,135,7,0.8296296296296296,0.007407407407407408,128,0.9481481481481482,0.96875,0.9609375,5,5,0,0,499,0.01002004008016032
146,0.01,10146,x_replace,18,3,152,160,132,8,0.8181818181818182,0.030303030303030304,124,0.9393939393939394,0.967741935483871,0.9596774193548387,5,5,0,0,535,0.009345794392523364
147,0.01,10147,x_replace,18,3,154,168,142,14,0.795774647887324,0.04225352112676056,128,0.9014084507042254,0.9765625,0.9453125,7,7,0,0,711,0.009845288326300985
148,0.01,10148,ascii_replace,18,3,153,163,138,10,0.8115942028985508,0.036231884057971016,128,0.927536231884058,0.9765625,0.953125,6,6,0,0,583,0.010291595197255575
149,0.01,10149,homo_replace,18,3,154,162,136,9,0.7867647058823529,0.029411764705882353,127,0.9338235294117647,0.9763779527559056,0.952755905511811,6,6,0,0,622,0.00964630225080386
150,0.01,10150,mixed,18,3,153,164,139,68,0.38848920863309355,0.04316546762589928,71,0.5107913669064749,0.8450704225352113,0.8309859154929577,6,2,2,2,594,0.010101010101010102
151,0.01,10151,zw_insert,18,3,156,169,141,106,0.11347517730496454,0.06382978723404255,35,0.24822695035460993,0.4,0.4,6,0,0,6,585,0.010256410256410256
152,0.01,10152,mixed,18,3,159,166,135,111,0.02962962962962963,0.08148148148148149,24,0.17777777777777778,0.20833333333333334,0.20833333333333334,6,1,1,4,591,0.01015228426395939
153,0.01,10153,zw_insert,18,3,153,164,139,97,0.17266187050359713,0.05755395683453238,42,0.302158273381295,0.5476190476190477,0.5238095238095238,6,0,0,6,624,0.009615384615384616
154,0.01,10154,homo_replace,18,3,154,162,136,9,0.8161764705882353,0.0,127,0.9338235294117647,0.968503937007874,0.952755905511811,6,6,0,0,563,0.010657193605683837
155,0.01,10155,homo_replace,18,3,153,166,141,13,0.8297872340425532,0.028368794326241134,128,0.9078014184397163,0.96875,0.9453125,7,7,0,0,677,0.0103397341211226
156,0.01,10156,mixed,18,3,154,158,132,49,0.5606060606060606,0.06060606060606061,83,0.6287878787878788,0.927710843373494,0.9036144578313253,6,1,3,2,649,0.009244992295839754
157,0.01,10157,zw_insert,18,3,164,174,138,97,0.13768115942028986,0.07971014492753623,41,0.2971014492753623,0.43902439024390244,0.4146341463414634,6,0,0,6,579,0.010362694300518135
158,0.01,10158,zw_insert,18,3,162,169,135,105,0.08148148148148149,0.1111111111111111,30,0.2222222222222222,0.36666666666666664,0.3333333333333333,5,0,0,5,536,0.009328358208955223
159,0.01,10159,ascii_replace,18,3,154,166,140,12,0.8142857142857143,0.0,128,0.9142857142857143,0.96875,0.9453125,7,7,0,0,715,0.009790209790209791
160,0.01,10160,homo_replace,18,3,154,167,141,13,0.8156028368794326,0.03546099290780142,128,0.9078014184397163,0.9765625,0.953125,6,6,0,0,609,0.009852216748768473
161,0.01,10161,ascii_replace,18,3,154,164,138,10,0.7681159420289855,0.014492753623188406,128,0.927536231884058,0.96875,0.953125,6,6,0,0,595,0.010084033613445379
162,0.01,10162,x_replace,18,3,155,161,134,7,0.7910447761194029,0.029850746268656716,127,0.9477611940298507,0.9606299212598425,0.9606299212598425,5,5,0,0,477,0.010482180293501049
163,0.01,10163,ascii_replace,18,3,168,177,137,10,0.8102189781021898,0.014598540145985401,127,0.927007299270073,0.9763779527559056,0.952755905511811,6,6,0,0,610,0.009836065573770493
164,0.01,10164,mixed,18,3,155,159,132,32,0.6287878787878788,0.007575757575757576,100,0.7575757575757576,0.94,0.94,5,1,2,2,530,0.009433962264150943
165,0.01,10165,ascii_replace,18,3,155,161,134,8,0.7835820895522388,0.014925373134328358,126,0.9402985074626866,0.9603174603174603,0.9603174603174603,5,5,0,0,508,0.00984251968503937
166,0.01,10166,homo_replace,18,3,159,168,137,9,0.8175182481751825,0.0072992700729927005,128,0.9343065693430657,0.96875,0.953125,6,6,0,0,612,0.00980392156862745
167,0.01,10167,ascii_replace,18,3,155,167,140,12,0.7857142857142857,0.014285714285714285,128,0.9142857142857143,0.953125,0.9453125,7,7,0,0,652,0.010736196319018405
168,0.01,10168,mixed,18,3,155,158,131,86,0.20610687022900764,0.10687022900763359,45,0.3435114503816794,0.6666666666666666,0.6666666666666666,5,2,2,1,545,0.009174311926605505
